#Contig name	K-mer length	Contig length in k-mers	Colored k-mers	Proportion of colored k-mers in contig	Mode k-mer coverage depth	K-mer observations	Total	Proportion of k-mer observations in sample
contig-122000002	31	853	0	0	4	3412	21898680	0.000155808
contig-87000003	31	1080	0	0	12	12960	21898680	0.000591816
contig-109000001	31	920	0	0	5	4600	21898680	0.000210058
contig-123000002	31	897	0	0	14	12558	21898680	0.000573459
contig-130000000	31	1264	0	0	5	6320	21898680	0.000288602
contig-110000001	31	950	0	0	6	5700	21898680	0.00026029
contig-88000003	31	1528	0	0	12	18336	21898680	0.000837311
contig-131000000	31	829	0	0	5	4145	21898680	0.000189281
contig-124000002	31	850	0	0	3	2550	21898680	0.000116445
contig-111000001	31	918	0	0	4	3672	21898680	0.000167681
contig-132000000	31	825	0	0	7	5775	21898680	0.000263715
contig-89000003	31	1059	0	0	4	4236	21898680	0.000193436
contig-125000002	31	849	0	0	2	1698	21898680	7.75389e-05
contig-112000001	31	917	0	0	2	1834	21898680	8.37493e-05
contig-133000000	31	826	0	0	9	7434	21898680	0.000339473
contig-126000002	31	868	0	0	11	9548	21898680	0.000436008
contig-90000003	31	1051	0	0	2	2102	21898680	9.59875e-05
contig-134000000	31	823	0	0	6	4938	21898680	0.000225493
contig-127000002	31	996	0	0	7	6972	21898680	0.000318375
contig-91000003	31	1091	0	0	6	6546	21898680	0.000298922
contig-135000000	31	818	0	0	12	9816	21898680	0.000448246
contig-128000002	31	846	0	0	4	3384	21898680	0.00015453
contig-113000001	31	2388	0	0	11	26268	21898680	0.00119952
contig-129000002	31	846	0	0	6	5076	21898680	0.000231795
contig-92000003	31	1044	0	0	8	8352	21898680	0.000381393
contig-136000000	31	1150	0	0	44	50600	21898680	0.00231064
contig-114000001	31	911	0	0	5	4555	21898680	0.000208003
contig-130000002	31	846	0	0	8	6768	21898680	0.00030906
contig-137000000	31	814	0	0	7	5698	21898680	0.000260198
contig-115000001	31	911	0	0	6	5466	21898680	0.000249604
contig-93000003	31	1611	0	0	33	53163	21898680	0.00242768
contig-138000000	31	812	0	0	8	6496	21898680	0.000296639
contig-131000002	31	910	0	0	13	11830	21898680	0.000540215
contig-132000002	31	843	0	0	4	3372	21898680	0.000153982
contig-116000001	31	1158	0	0	6	6948	21898680	0.000317279
contig-139000000	31	811	0	0	3	2433	21898680	0.000111103
contig-94000003	31	1033	0	0	6	6198	21898680	0.000283031
contig-133000002	31	838	0	0	6	5028	21898680	0.000229603
contig-140000000	31	802	0	0	6	4812	21898680	0.000219739
contig-117000001	31	903	0	0	4	3612	21898680	0.000164941
contig-134000002	31	838	0	0	4	3352	21898680	0.000153069
contig-95000003	31	1343	0	0	24	32232	21898680	0.00147187
contig-118000001	31	902	0	0	6	5412	21898680	0.000247138
contig-141000000	31	1889	0	0	10	18890	21898680	0.000862609
contig-135000002	31	1384	0	0	12	16608	21898680	0.000758402
contig-96000003	31	1050	0	0	7	7350	21898680	0.000335637
contig-142000000	31	794	0	0	10	7940	21898680	0.000362579
contig-119000001	31	901	0	0	7	6307	21898680	0.000288008
contig-136000002	31	970	0	0	9	8730	21898680	0.000398654
contig-97000003	31	1019	0	0	4	4076	21898680	0.00018613
contig-137000002	31	829	0	0	2	1658	21898680	7.57123e-05
contig-120000001	31	903	0	0	3	2709	21898680	0.000123706
contig-143000000	31	1339	0	0	4	5356	21898680	0.000244581
contig-98000003	31	1099	0	0	6	6594	21898680	0.000301114
contig-138000002	31	830	0	0	5	4150	21898680	0.000189509
contig-144000000	31	802	0	0	4	3208	21898680	0.000146493
contig-121000001	31	1301	0	0	4	5204	21898680	0.00023764
contig-99000003	31	1043	0	0	7	7301	21898680	0.000333399
contig-145000000	31	783	0	0	6	4698	21898680	0.000214533
contig-139000002	31	1012	0	0	10	10120	21898680	0.000462128
contig-122000001	31	884	0	0	6	5304	21898680	0.000242206
contig-100000003	31	1000	0	0	7	7000	21898680	0.000319654
contig-146000000	31	841	0	0	9	7569	21898680	0.000345637
contig-140000002	31	821	0	0	2	1642	21898680	7.49817e-05
contig-123000001	31	874	0	0	5	4370	21898680	0.000199555
contig-147000000	31	779	0	0	4	3116	21898680	0.000142292
contig-101000003	31	1351	0	0	8	10808	21898680	0.000493546
contig-141000002	31	831	0	0	8	6648	21898680	0.00030358
contig-124000001	31	1052	0	0	6	6312	21898680	0.000288237
contig-148000000	31	1096	0	0	8	8768	21898680	0.000400389
contig-102000003	31	1128	0	0	4	4512	21898680	0.00020604
contig-125000001	31	870	0	0	6	5220	21898680	0.000238371
contig-142000002	31	896	0	0	6	5376	21898680	0.000245494
contig-149000000	31	775	0	0	7	5425	21898680	0.000247732
contig-103000003	31	994	0	0	4	3976	21898680	0.000181563
contig-126000001	31	1204	0	0	27	32508	21898680	0.00148447
contig-150000000	31	773	0	0	7	5411	21898680	0.000247093
contig-143000002	31	1813	0	0	5	9065	21898680	0.000413952
contig-104000003	31	987	0	0	5	4935	21898680	0.000225356
contig-151000000	31	773	0	0	2	1546	21898680	7.05979e-05
contig-127000001	31	895	0	0	8	7160	21898680	0.00032696
contig-152000000	31	768	0	0	6	4608	21898680	0.000210424
contig-144000002	31	1059	0	0	6	6354	21898680	0.000290154
contig-128000001	31	867	0	0	6	5202	21898680	0.000237549
contig-105000003	31	981	0	0	10	9810	21898680	0.000447972
contig-153000000	31	761	0	0	3	2283	21898680	0.000104253
contig-129000001	31	867	0	0	4	3468	21898680	0.000158366
contig-145000002	31	810	0	0	4	3240	21898680	0.000147954
contig-106000003	31	977	0	0	6	5862	21898680	0.000267687
contig-154000000	31	759	0	0	4	3036	21898680	0.000138638
contig-130000001	31	934	0	0	10	9340	21898680	0.00042651
contig-155000000	31	755	0	0	4	3020	21898680	0.000137908
contig-131000001	31	857	0	0	4	3428	21898680	0.000156539
contig-146000002	31	804	0	0	3	2412	21898680	0.000110144
contig-107000003	31	964	0	0	4	3856	21898680	0.000176084
contig-156000000	31	755	0	0	6	4530	21898680	0.000206862
contig-132000001	31	857	0	0	8	6856	21898680	0.000313078
contig-147000002	31	804	0	0	4	3216	21898680	0.000146858
contig-133000001	31	855	0	0	4	3420	21898680	0.000156174
contig-108000003	31	962	0	0	8	7696	21898680	0.000351437
contig-157000000	31	1005	0	0	4	4020	21898680	0.000183573
contig-148000002	31	797	0	0	6	4782	21898680	0.000218369
contig-134000001	31	843	0	0	7	5901	21898680	0.000269468
contig-158000000	31	750	0	0	4	3000	21898680	0.000136995
contig-109000003	31	946	0	0	6	5676	21898680	0.000259194
contig-149000002	31	799	0	0	8	6392	21898680	0.00029189
contig-135000001	31	839	0	0	2	1678	21898680	7.66256e-05
contig-159000000	31	748	0	0	5	3740	21898680	0.000170787
contig-110000003	31	934	0	0	8	7472	21898680	0.000341208
contig-150000002	31	796	0	0	4	3184	21898680	0.000145397
contig-160000000	31	748	0	0	6	4488	21898680	0.000204944
contig-136000001	31	836	0	0	3	2508	21898680	0.000114527
contig-161000000	31	775	0	0	7	5425	21898680	0.000247732
contig-151000002	31	836	0	0	6	5016	21898680	0.000229055
contig-111000003	31	929	0	0	8	7432	21898680	0.000339381
contig-137000001	31	834	0	0	4	3336	21898680	0.000152338
contig-162000000	31	748	0	0	2	1496	21898680	6.83146e-05
contig-112000003	31	979	0	0	10	9790	21898680	0.000447059
contig-152000002	31	1078	0	0	16	17248	21898680	0.000787627
contig-138000001	31	1140	0	0	6	6840	21898680	0.000312348
contig-163000000	31	1297	0	0	20	25940	21898680	0.00118455
contig-113000003	31	915	0	0	6	5490	21898680	0.0002507
contig-153000002	31	818	0	0	10	8180	21898680	0.000373538
contig-139000001	31	825	0	0	6	4950	21898680	0.000226041
contig-114000003	31	915	0	0	2	1830	21898680	8.35667e-05
contig-164000000	31	741	0	0	2	1482	21898680	6.76753e-05
contig-154000002	31	787	0	0	3	2361	21898680	0.000107815
contig-140000001	31	818	0	0	7	5726	21898680	0.000261477
contig-165000000	31	741	0	0	4	2964	21898680	0.000135351
contig-115000003	31	908	0	0	3	2724	21898680	0.000124391
contig-155000002	31	1213	0	0	8	9704	21898680	0.000443132
contig-141000001	31	918	0	0	24	22032	21898680	0.00100609
contig-166000000	31	736	0	0	5	3680	21898680	0.000168047
contig-116000003	31	906	0	0	4	3624	21898680	0.000165489
contig-156000002	31	782	0	0	6	4692	21898680	0.000214259
contig-167000000	31	731	0	0	4	2924	21898680	0.000133524
contig-142000001	31	1063	0	0	6	6378	21898680	0.00029125
contig-117000003	31	904	0	0	6	5424	21898680	0.000247686
contig-168000000	31	726	0	0	4	2904	21898680	0.000132611
contig-157000002	31	791	0	0	2	1582	21898680	7.22418e-05
contig-118000003	31	900	0	0	6	5400	21898680	0.00024659
contig-169000000	31	724	0	0	4	2896	21898680	0.000132245
contig-158000002	31	781	0	0	4	3124	21898680	0.000142657
contig-143000001	31	814	0	0	4	3256	21898680	0.000148685
contig-170000000	31	724	0	0	6	4344	21898680	0.000198368
contig-119000003	31	1037	0	0	2	2074	21898680	9.47089e-05
contig-159000002	31	773	0	0	4	3092	21898680	0.000141196
contig-144000001	31	813	0	0	4	3252	21898680	0.000148502
contig-171000000	31	724	0	0	2	1448	21898680	6.61227e-05
contig-120000003	31	893	0	0	8	7144	21898680	0.00032623
contig-160000002	31	771	0	0	6	4626	21898680	0.000211246
contig-172000000	31	723	0	0	7	5061	21898680	0.00023111
contig-145000001	31	813	0	0	6	4878	21898680	0.000222753
contig-121000003	31	898	0	0	12	10776	21898680	0.000492084
contig-161000002	31	771	0	0	6	4626	21898680	0.000211246
contig-173000000	31	722	0	0	5	3610	21898680	0.00016485
contig-146000001	31	810	0	0	6	4860	21898680	0.000221931
contig-122000003	31	890	0	0	3	2670	21898680	0.000121925
contig-162000002	31	764	0	0	8	6112	21898680	0.000279104
contig-174000000	31	855	0	0	7	5985	21898680	0.000273304
contig-123000003	31	889	0	0	6	5334	21898680	0.000243576
contig-175000000	31	832	0	0	3	2496	21898680	0.000113979
contig-163000002	31	760	0	0	8	6080	21898680	0.000277642
contig-147000001	31	1169	0	0	10	11690	21898680	0.000533822
contig-124000003	31	894	0	0	6	5364	21898680	0.000244946
contig-176000000	31	714	0	0	5	3570	21898680	0.000163024
contig-148000001	31	800	0	0	10	8000	21898680	0.000365319
contig-164000002	31	756	0	0	27	20412	21898680	0.000932111
contig-177000000	31	726	0	0	6	4356	21898680	0.000198916
contig-125000003	31	878	0	0	10	8780	21898680	0.000400937
contig-149000001	31	795	0	0	4	3180	21898680	0.000145214
contig-178000000	31	711	0	0	9	6399	21898680	0.000292209
contig-165000002	31	752	0	0	2	1504	21898680	6.86799e-05
contig-126000003	31	877	0	0	2	1754	21898680	8.00962e-05
contig-179000000	31	709	0	0	4	2836	21898680	0.000129506
contig-166000002	31	750	0	0	6	4500	21898680	0.000205492
contig-127000003	31	873	0	0	7	6111	21898680	0.000279058
contig-180000000	31	707	0	0	2	1414	21898680	6.45701e-05
contig-167000002	31	749	0	0	4	2996	21898680	0.000136812
contig-150000001	31	1711	0	0	10	17110	21898680	0.000781326
contig-181000000	31	705	0	0	2	1410	21898680	6.43874e-05
contig-128000003	31	865	0	0	4	3460	21898680	0.000158
contig-168000002	31	752	0	0	4	3008	21898680	0.00013736
contig-151000001	31	843	0	0	4	3372	21898680	0.000153982
contig-182000000	31	705	0	0	4	2820	21898680	0.000128775
contig-129000003	31	863	0	0	7	6041	21898680	0.000275861
contig-169000002	31	747	0	0	9	6723	21898680	0.000307005
contig-152000001	31	791	0	0	6	4746	21898680	0.000216725
contig-130000003	31	856	0	0	2	1712	21898680	7.81782e-05
contig-183000000	31	704	0	0	8	5632	21898680	0.000257184
contig-153000001	31	787	0	0	7	5509	21898680	0.000251568
contig-170000002	31	746	0	0	3	2238	21898680	0.000102198
contig-131000003	31	878	0	0	5	4390	21898680	0.000200469
contig-184000000	31	703	0	0	3	2109	21898680	9.63072e-05
contig-154000001	31	785	0	0	10	7850	21898680	0.000358469
contig-185000000	31	700	0	0	6	4200	21898680	0.000191792
contig-171000002	31	772	0	0	7	5404	21898680	0.000246773
contig-132000003	31	913	0	0	8	7304	21898680	0.000333536
contig-186000000	31	699	0	0	8	5592	21898680	0.000255358
contig-155000001	31	781	0	0	8	6248	21898680	0.000285314
contig-172000002	31	745	0	0	3	2235	21898680	0.000102061
contig-133000003	31	883	0	0	4	3532	21898680	0.000161288
contig-187000000	31	773	0	0	10	7730	21898680	0.000352989
contig-173000002	31	902	0	0	10	9020	21898680	0.000411897
contig-156000001	31	2151	0	0	14	30114	21898680	0.00137515
contig-188000000	31	696	0	0	2	1392	21898680	6.35655e-05
contig-134000003	31	1288	0	0	8	10304	21898680	0.000470531
contig-157000001	31	775	0	0	5	3875	21898680	0.000176951
contig-174000002	31	741	0	0	2	1482	21898680	6.76753e-05
contig-189000000	31	692	0	0	5	3460	21898680	0.000158
contig-135000003	31	1181	0	0	8	9448	21898680	0.000431442
contig-158000001	31	774	0	0	2	1548	21898680	7.06892e-05
contig-175000002	31	734	0	0	4	2936	21898680	0.000134072
contig-190000000	31	692	0	0	7	4844	21898680	0.000221201
contig-136000003	31	841	0	0	10	8410	21898680	0.000384041
contig-159000001	31	813	0	0	4	3252	21898680	0.000148502
contig-191000000	31	690	0	0	2	1380	21898680	6.30175e-05
contig-176000002	31	728	0	0	10	7280	21898680	0.00033244
contig-137000003	31	837	0	0	5	4185	21898680	0.000191107
contig-160000001	31	773	0	0	4	3092	21898680	0.000141196
contig-192000000	31	802	0	0	22	17644	21898680	0.000805711
contig-177000002	31	726	0	0	6	4356	21898680	0.000198916
contig-138000003	31	836	0	0	2	1672	21898680	7.63516e-05
contig-193000000	31	966	0	0	4	3864	21898680	0.000176449
contig-161000001	31	766	0	0	6	4596	21898680	0.000209876
contig-194000000	31	685	0	0	17	11645	21898680	0.000531767
contig-139000003	31	836	0	0	15	12540	21898680	0.000572637
contig-178000002	31	973	0	0	2	1946	21898680	8.88638e-05
contig-195000000	31	681	0	0	9	6129	21898680	0.00027988
contig-162000001	31	791	0	0	6	4746	21898680	0.000216725
contig-140000003	31	831	0	0	6	4986	21898680	0.000227685
contig-196000000	31	678	0	0	6	4068	21898680	0.000185765
contig-163000001	31	786	0	0	10	7860	21898680	0.000358926
contig-179000002	31	832	0	0	9	7488	21898680	0.000341938
contig-197000000	31	676	0	0	10	6760	21898680	0.000308694
contig-164000001	31	759	0	0	8	6072	21898680	0.000277277
contig-141000003	31	829	0	0	4	3316	21898680	0.000151425
contig-180000002	31	725	0	0	6	4350	21898680	0.000198642
contig-165000001	31	758	0	0	8	6064	21898680	0.000276912
contig-181000002	31	724	0	0	4	2896	21898680	0.000132245
contig-142000003	31	1412	0	0	33	46596	21898680	0.0021278
contig-166000001	31	757	0	0	4	3028	21898680	0.000138273
contig-182000002	31	723	0	0	9	6507	21898680	0.000297141
contig-143000003	31	900	0	0	12	10800	21898680	0.00049318
contig-167000001	31	756	0	0	9	6804	21898680	0.000310704
contig-183000002	31	722	0	0	10	7220	21898680	0.0003297
contig-144000003	31	820	0	0	4	3280	21898680	0.000149781
contig-168000001	31	759	0	0	5	3795	21898680	0.000173298
contig-198000000	31	4739	0	0	37	175343	21898680	0.00800701
contig-184000002	31	719	0	0	6	4314	21898680	0.000196998
contig-145000003	31	819	0	0	4	3276	21898680	0.000149598
contig-169000001	31	752	0	0	6	4512	21898680	0.00020604
contig-199000000	31	674	0	0	6	4044	21898680	0.000184669
contig-185000002	31	834	0	0	4	3336	21898680	0.000152338
contig-146000003	31	819	0	0	10	8190	21898680	0.000373995
contig-170000001	31	749	0	0	4	2996	21898680	0.000136812
contig-200000000	31	674	0	0	7	4718	21898680	0.000215447
contig-186000002	31	711	0	0	5	3555	21898680	0.000162339
contig-147000003	31	816	0	0	2	1632	21898680	7.4525e-05
contig-171000001	31	747	0	0	5	3735	21898680	0.000170558
contig-201000000	31	680	0	0	5	3400	21898680	0.00015526
contig-187000002	31	957	0	0	6	5742	21898680	0.000262208
contig-172000001	31	747	0	0	6	4482	21898680	0.00020467
contig-148000003	31	1210	0	0	15	18150	21898680	0.000828817
contig-202000000	31	671	0	0	7	4697	21898680	0.000214488
contig-173000001	31	746	0	0	4	2984	21898680	0.000136264
contig-188000002	31	699	0	0	4	2796	21898680	0.000127679
contig-203000000	31	731	0	0	6	4386	21898680	0.000200286
contig-149000003	31	805	0	0	5	4025	21898680	0.000183801
contig-174000001	31	743	0	0	2	1486	21898680	6.7858e-05
contig-189000002	31	719	0	0	8	5752	21898680	0.000262664
contig-204000000	31	667	0	0	3	2001	21898680	9.13754e-05
contig-150000003	31	803	0	0	3	2409	21898680	0.000110007
contig-175000001	31	891	0	0	5	4455	21898680	0.000203437
contig-205000000	31	667	0	0	3	2001	21898680	9.13754e-05
contig-190000002	31	1099	0	0	5	5495	21898680	0.000250928
contig-151000003	31	793	0	0	6	4758	21898680	0.000217273
contig-176000001	31	740	0	0	4	2960	21898680	0.000135168
contig-206000000	31	684	0	0	6	4104	21898680	0.000187409
contig-191000002	31	729	0	0	4	2916	21898680	0.000133159
contig-152000003	31	792	0	0	4	3168	21898680	0.000144666
contig-207000000	31	747	0	0	8	5976	21898680	0.000272893
contig-177000001	31	737	0	0	4	2948	21898680	0.00013462
contig-192000002	31	706	0	0	13	9178	21898680	0.000419112
contig-153000003	31	783	0	0	10	7830	21898680	0.000357556
contig-208000000	31	661	0	0	4	2644	21898680	0.000120738
contig-193000002	31	686	0	0	4	2744	21898680	0.000125304
contig-209000000	31	659	0	0	9	5931	21898680	0.000270838
contig-178000001	31	1423	0	0	12	17076	21898680	0.000779773
contig-154000003	31	1486	0	0	8	11888	21898680	0.000542864
contig-210000000	31	657	0	0	2	1314	21898680	6.00036e-05
contig-194000002	31	681	0	0	5	3405	21898680	0.000155489
contig-179000001	31	758	0	0	6	4548	21898680	0.000207684
contig-155000003	31	779	0	0	6	4674	21898680	0.000213438
contig-211000000	31	671	0	0	10	6710	21898680	0.000306411
contig-195000002	31	680	0	0	2	1360	21898680	6.21042e-05
contig-156000003	31	777	0	0	4	3108	21898680	0.000141926
contig-212000000	31	871	0	0	4	3484	21898680	0.000159096
contig-180000001	31	733	0	0	10	7330	21898680	0.000334723
contig-196000002	31	724	0	0	15	10860	21898680	0.00049592
contig-213000000	31	655	0	0	4	2620	21898680	0.000119642
contig-157000003	31	771	0	0	4	3084	21898680	0.00014083
contig-181000001	31	732	0	0	6	4392	21898680	0.00020056
contig-197000002	31	760	0	0	9	6840	21898680	0.000312348
contig-214000000	31	656	0	0	14	9184	21898680	0.000419386
contig-158000003	31	771	0	0	6	4626	21898680	0.000211246
contig-198000002	31	713	0	0	7	4991	21898680	0.000227913
contig-215000000	31	654	0	0	6	3924	21898680	0.000179189
contig-182000001	31	1427	0	0	94	134138	21898680	0.00612539
contig-216000000	31	650	0	0	5	3250	21898680	0.000148411
contig-159000003	31	779	0	0	8	6232	21898680	0.000284583
contig-199000002	31	674	0	0	5	3370	21898680	0.000153891
contig-183000001	31	729	0	0	4	2916	21898680	0.000133159
contig-217000000	31	679	0	0	8	5432	21898680	0.000248051
contig-160000003	31	768	0	0	5	3840	21898680	0.000175353
contig-200000002	31	670	0	0	4	2680	21898680	0.000122382
contig-184000001	31	766	0	0	9	6894	21898680	0.000314813
contig-218000000	31	648	0	0	4	2592	21898680	0.000118363
contig-161000003	31	783	0	0	9	7047	21898680	0.0003218
contig-201000002	31	669	0	0	6	4014	21898680	0.000183299
contig-219000000	31	646	0	0	6	3876	21898680	0.000176997
contig-185000001	31	899	0	0	6	5394	21898680	0.000246316
contig-162000003	31	813	0	0	6	4878	21898680	0.000222753
contig-220000000	31	642	0	0	9	5778	21898680	0.000263852
contig-202000002	31	673	0	0	7	4711	21898680	0.000215127
contig-186000001	31	726	0	0	7	5082	21898680	0.000232069
contig-163000003	31	759	0	0	4	3036	21898680	0.000138638
contig-221000000	31	640	0	0	8	5120	21898680	0.000233804
contig-203000002	31	872	0	0	2	1744	21898680	7.96395e-05
contig-164000003	31	758	0	0	4	3032	21898680	0.000138456
contig-222000000	31	639	0	0	7	4473	21898680	0.000204259
contig-204000002	31	665	0	0	4	2660	21898680	0.000121469
contig-187000001	31	723	0	0	5	3615	21898680	0.000165078
contig-165000003	31	757	0	0	9	6813	21898680	0.000311115
contig-223000000	31	638	0	0	3	1914	21898680	8.74025e-05
contig-205000002	31	703	0	0	6	4218	21898680	0.000192614
contig-188000001	31	748	0	0	15	11220	21898680	0.00051236
contig-224000000	31	636	0	0	5	3180	21898680	0.000145214
contig-166000003	31	1032	0	0	5	5160	21898680	0.000235631
contig-206000002	31	670	0	0	8	5360	21898680	0.000244764
contig-189000001	31	717	0	0	6	4302	21898680	0.00019645
contig-225000000	31	635	0	0	5	3175	21898680	0.000144986
contig-167000003	31	753	0	0	3	2259	21898680	0.000103157
contig-190000001	31	712	0	0	6	4272	21898680	0.00019508
contig-207000002	31	1102	0	0	10	11020	21898680	0.000503227
contig-226000000	31	635	0	0	8	5080	21898680	0.000231977
contig-168000003	31	747	0	0	6	4482	21898680	0.00020467
contig-227000000	31	632	0	0	8	5056	21898680	0.000230881
contig-191000001	31	731	0	0	12	8772	21898680	0.000400572
contig-208000002	31	900	0	0	4	3600	21898680	0.000164393
contig-228000000	31	682	0	0	6	4092	21898680	0.000186861
contig-169000003	31	874	0	0	4	3496	21898680	0.000159644
