locus_tag	ftype	length_bp	gene	EC_number	COG	product
POBNIBBE_01554	CDS	786	dacF_1	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
POBNIBBE_01555	CDS	351	spoIIAA			Anti-sigma F factor antagonist
POBNIBBE_01556	CDS	285				hypothetical protein
POBNIBBE_01557	CDS	435				hypothetical protein
POBNIBBE_01558	CDS	705	dnaD		COG3935	DNA replication protein DnaD
POBNIBBE_01559	CDS	198	asnS	6.1.1.22		Asparagine--tRNA ligase
POBNIBBE_01560	CDS	999	bioB	2.8.1.6		Biotin synthase
POBNIBBE_01561	CDS	801		1.-.-.-		putative oxidoreductase
POBNIBBE_01562	CDS	198				hypothetical protein
POBNIBBE_01563	CDS	102				hypothetical protein
POBNIBBE_01564	CDS	450	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
POBNIBBE_01565	CDS	783	ykoC			Putative HMP/thiamine permease protein YkoC
POBNIBBE_01566	CDS	456	argG_1	6.3.4.5		Argininosuccinate synthase
POBNIBBE_01567	CDS	336				hypothetical protein
POBNIBBE_01568	CDS	138	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
POBNIBBE_01569	CDS	615	yhhS			putative MFS-type transporter YhhS
POBNIBBE_01570	CDS	792	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
POBNIBBE_01571	CDS	747	gltT			Proton/sodium-glutamate symport protein
POBNIBBE_01572	CDS	126				hypothetical protein
POBNIBBE_01573	CDS	447				hypothetical protein
POBNIBBE_01574	CDS	270				hypothetical protein
POBNIBBE_01575	CDS	390				hypothetical protein
POBNIBBE_01576	CDS	240				hypothetical protein
POBNIBBE_01577	CDS	447				hypothetical protein
POBNIBBE_01578	CDS	240				hypothetical protein
POBNIBBE_01579	CDS	663			COG2968	26 kDa periplasmic immunogenic protein
POBNIBBE_01580	CDS	129				hypothetical protein
POBNIBBE_01581	rRNA	1462				16S ribosomal RNA
POBNIBBE_01582	CDS	234				hypothetical protein
POBNIBBE_01583	CDS	324	plsY	2.3.1.-	COG0344	Glycerol-3-phosphate acyltransferase
POBNIBBE_01584	CDS	696		1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
POBNIBBE_01585	CDS	246	arcB	1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
POBNIBBE_01586	CDS	369				hypothetical protein
POBNIBBE_01587	CDS	570				hypothetical protein
POBNIBBE_01588	CDS	297	gpsB		COG3599	Cell cycle protein GpsB
POBNIBBE_01589	CDS	237				hypothetical protein
POBNIBBE_01590	CDS	135				hypothetical protein
POBNIBBE_01591	CDS	555				hypothetical protein
POBNIBBE_01592	CDS	414				hypothetical protein
POBNIBBE_01593	CDS	801				hypothetical protein
POBNIBBE_01594	CDS	699				hypothetical protein
POBNIBBE_01595	CDS	216				hypothetical protein
POBNIBBE_01596	CDS	351				hypothetical protein
POBNIBBE_01597	CDS	210				hypothetical protein
POBNIBBE_01598	CDS	900	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
POBNIBBE_01599	CDS	171				hypothetical protein
POBNIBBE_01600	CDS	318				hypothetical protein
POBNIBBE_01601	CDS	282				hypothetical protein
POBNIBBE_01602	CDS	165				hypothetical protein
POBNIBBE_01603	CDS	198				hypothetical protein
POBNIBBE_01604	CDS	435				hypothetical protein
POBNIBBE_01605	CDS	600	gcvPB_1	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
POBNIBBE_01606	CDS	483	grpE		COG0576	Protein GrpE
POBNIBBE_01607	CDS	630				hypothetical protein
POBNIBBE_01608	CDS	405	dnaA_2		COG0593	Chromosomal replication initiator protein DnaA
POBNIBBE_01609	CDS	402				hypothetical protein
POBNIBBE_01610	CDS	309				hypothetical protein
POBNIBBE_01611	CDS	276				hypothetical protein
POBNIBBE_01612	CDS	708	rpsB			30S ribosomal protein S2
POBNIBBE_01613	CDS	402				hypothetical protein
POBNIBBE_01614	CDS	537				hypothetical protein
POBNIBBE_01615	CDS	366	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
POBNIBBE_01616	CDS	984	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
POBNIBBE_01617	CDS	540	pcs	2.7.8.24	COG1183	Phosphatidylcholine synthase
POBNIBBE_01618	CDS	225	gerPF_1			putative spore germination protein GerPF
POBNIBBE_01619	CDS	225	gerPF_2			putative spore germination protein GerPF
POBNIBBE_01620	CDS	543		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
POBNIBBE_01621	CDS	846	prsA1	5.2.1.8	COG0760	Foldase protein PrsA 1
POBNIBBE_01622	CDS	294				hypothetical protein
POBNIBBE_01623	CDS	684	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
POBNIBBE_01624	CDS	150				hypothetical protein
POBNIBBE_01625	CDS	105				hypothetical protein
POBNIBBE_01626	CDS	834				hypothetical protein
POBNIBBE_01627	CDS	687				hypothetical protein
POBNIBBE_01628	CDS	378				hypothetical protein
POBNIBBE_01629	CDS	630				hypothetical protein
POBNIBBE_01630	CDS	246				hypothetical protein
POBNIBBE_01631	CDS	1047				hypothetical protein
POBNIBBE_01632	CDS	537				hypothetical protein
POBNIBBE_01633	CDS	840	rapA_4	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
POBNIBBE_01634	CDS	1188				hypothetical protein
POBNIBBE_01635	CDS	357				hypothetical protein
POBNIBBE_01636	CDS	753				hypothetical protein
POBNIBBE_01637	CDS	378				hypothetical protein
POBNIBBE_01638	CDS	213				hypothetical protein
POBNIBBE_01639	CDS	108				hypothetical protein
POBNIBBE_01640	tRNA	74				tRNA-Glu(ttc)
POBNIBBE_01641	tRNA	76				tRNA-Asp(gtc)
POBNIBBE_01642	tRNA	75				tRNA-Gln(ttg)
POBNIBBE_01643	tRNA	76				tRNA-Lys(ttt)
POBNIBBE_01644	tRNA	83				tRNA-Leu(tag)
POBNIBBE_01645	tRNA	85				tRNA-Leu(gag)
POBNIBBE_01646	tRNA	77				tRNA-Arg(acg)
POBNIBBE_01647	tRNA	76				tRNA-Pro(tgg)
POBNIBBE_01648	tRNA	74				tRNA-Gly(tcc)
POBNIBBE_01649	CDS	1101				hypothetical protein
POBNIBBE_01650	CDS	360	dus_1	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
POBNIBBE_01651	CDS	213				hypothetical protein
POBNIBBE_01652	CDS	213				hypothetical protein
POBNIBBE_01653	CDS	438				hypothetical protein
POBNIBBE_01654	CDS	144	lrp_1			Leucine-rich protein
POBNIBBE_01655	CDS	273				hypothetical protein
POBNIBBE_01656	CDS	363				hypothetical protein
POBNIBBE_01657	CDS	429				hypothetical protein
POBNIBBE_01658	CDS	669	fliP		COG1338	Flagellar biosynthetic protein FliP
POBNIBBE_01659	CDS	270				hypothetical protein
POBNIBBE_01660	CDS	396				hypothetical protein
POBNIBBE_01661	CDS	207	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
POBNIBBE_01662	CDS	297	glnA	6.3.1.2	COG0174	Glutamine synthetase
POBNIBBE_01663	CDS	624	lexA	3.4.21.88	COG1974	LexA repressor
POBNIBBE_01664	CDS	795	motB		COG1360	Motility protein B
POBNIBBE_01665	CDS	360				Sodium-lithium/proton antiporter
POBNIBBE_01666	CDS	612				hypothetical protein
POBNIBBE_01667	CDS	411	spoIIIAE			Stage III sporulation protein AE
POBNIBBE_01668	CDS	807	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
POBNIBBE_01669	CDS	678	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
POBNIBBE_01670	CDS	1188				hypothetical protein
POBNIBBE_01671	CDS	267				hypothetical protein
POBNIBBE_01672	CDS	1098				hypothetical protein
POBNIBBE_01673	CDS	129				hypothetical protein
POBNIBBE_01674	CDS	195				hypothetical protein
POBNIBBE_01675	CDS	408				hypothetical protein
POBNIBBE_01676	CDS	903	dpaA	1.3.1.-		Dipicolinate synthase subunit A
POBNIBBE_01677	CDS	576				hypothetical protein
POBNIBBE_01678	CDS	309				hypothetical protein
POBNIBBE_01679	CDS	1173	helD_2	3.6.4.12	COG3973	DNA helicase IV
POBNIBBE_01680	CDS	1002	typA		COG1217	GTP-binding protein TypA/BipA 
POBNIBBE_01681	CDS	537	divIVA		COG3599	Septum site-determining protein DivIVA
POBNIBBE_01682	CDS	228				hypothetical protein
POBNIBBE_01683	CDS	849				hypothetical protein
POBNIBBE_01684	CDS	228				hypothetical protein
POBNIBBE_01685	CDS	669				hypothetical protein
POBNIBBE_01686	CDS	648	spoIIQ		COG0739	Stage II sporulation protein Q
POBNIBBE_01687	CDS	813	yusV_2		COG1120	putative siderophore transport system ATP-binding protein YusV
POBNIBBE_01688	CDS	465				hypothetical protein
POBNIBBE_01689	CDS	135				hypothetical protein
POBNIBBE_01690	CDS	459	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
POBNIBBE_01691	CDS	489				hypothetical protein
POBNIBBE_01692	CDS	441				hypothetical protein
POBNIBBE_01693	CDS	186	tdk	2.7.1.21	COG1435	Thymidine kinase
POBNIBBE_01694	CDS	1020	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
POBNIBBE_01695	CDS	291	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
POBNIBBE_01696	CDS	633	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
POBNIBBE_01697	CDS	375				hypothetical protein
POBNIBBE_01698	CDS	285				hypothetical protein
POBNIBBE_01699	CDS	354				hypothetical protein
POBNIBBE_01700	CDS	579	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
POBNIBBE_01701	CDS	471				hypothetical protein
POBNIBBE_01702	CDS	219				hypothetical protein
POBNIBBE_01703	CDS	279				hypothetical protein
POBNIBBE_01704	CDS	744				hypothetical protein
POBNIBBE_01705	tRNA	77				tRNA-Met(cat)
POBNIBBE_01706	tRNA	75				tRNA-Glu(ttc)
POBNIBBE_01707	CDS	1080	nosD			putative ABC transporter binding protein NosD
POBNIBBE_01708	CDS	156				hypothetical protein
POBNIBBE_01709	CDS	699	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
POBNIBBE_01710	CDS	228				hypothetical protein
POBNIBBE_01711	CDS	405				hypothetical protein
POBNIBBE_01712	CDS	216	glsA	3.5.1.2	COG2066	Glutaminase
POBNIBBE_01713	CDS	300				hypothetical protein
POBNIBBE_01714	CDS	333				hypothetical protein
POBNIBBE_01715	CDS	459				hypothetical protein
POBNIBBE_01716	CDS	300				hypothetical protein
POBNIBBE_01717	CDS	807				hypothetical protein
POBNIBBE_01718	CDS	654	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
POBNIBBE_01719	CDS	831	sacY		COG3711	Levansucrase and sucrase synthesis operon antiterminator
POBNIBBE_01720	CDS	255	crr_2		COG2190	PTS system glucose-specific EIIA component
POBNIBBE_01721	CDS	402				hypothetical protein
POBNIBBE_01722	CDS	318	map_2	3.4.11.18	COG0024	Methionine aminopeptidase 1
POBNIBBE_01723	CDS	282			COG1188	putative protein
POBNIBBE_01724	CDS	306	yabP			Spore protein YabP
POBNIBBE_01725	CDS	285				hypothetical protein
POBNIBBE_01726	CDS	1179				hypothetical protein
POBNIBBE_01727	CDS	183				hypothetical protein
POBNIBBE_01728	CDS	390				hypothetical protein
POBNIBBE_01729	CDS	369	hmp	1.14.12.17	COG1017	Flavohemoprotein
POBNIBBE_01730	CDS	240				hypothetical protein
POBNIBBE_01731	CDS	114				hypothetical protein
POBNIBBE_01732	CDS	516	cotF		COG5577	Spore coat protein F
POBNIBBE_01733	CDS	516	aceA	4.1.3.1	COG2224	Isocitrate lyase
POBNIBBE_01734	CDS	1056				hypothetical protein
POBNIBBE_01735	CDS	228				hypothetical protein
POBNIBBE_01736	CDS	870	naiP_1			Putative niacin/nicotinamide transporter NaiP
POBNIBBE_01737	CDS	630	scpB		COG1386	Segregation and condensation protein B
POBNIBBE_01738	CDS	294	scpA_1		COG1354	Segregation and condensation protein A
POBNIBBE_01739	CDS	264				hypothetical protein
POBNIBBE_01740	CDS	393	nusB		COG0781	Transcription antitermination protein NusB
POBNIBBE_01741	CDS	237				hypothetical protein
POBNIBBE_01742	CDS	900	ydbD	1.11.1.6	COG3546	putative manganese catalase
POBNIBBE_01743	CDS	417				hypothetical protein
POBNIBBE_01744	CDS	426				hypothetical protein
POBNIBBE_01745	CDS	789				hypothetical protein
POBNIBBE_01746	CDS	219				hypothetical protein
POBNIBBE_01747	CDS	942				hypothetical protein
POBNIBBE_01748	CDS	150				hypothetical protein
POBNIBBE_01749	CDS	471	odhB_2	2.3.1.61		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
POBNIBBE_01750	CDS	222				hypothetical protein
POBNIBBE_01751	CDS	186				hypothetical protein
POBNIBBE_01752	CDS	615				hypothetical protein
POBNIBBE_01753	CDS	393				hypothetical protein
POBNIBBE_01754	CDS	738	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
POBNIBBE_01755	CDS	351				hypothetical protein
POBNIBBE_01756	CDS	237				hypothetical protein
POBNIBBE_01757	CDS	495	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
POBNIBBE_01758	CDS	249	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
POBNIBBE_01759	CDS	474				hypothetical protein
POBNIBBE_01760	CDS	228	narG_2	1.7.99.4	COG5013	Respiratory nitrate reductase 1 alpha chain
POBNIBBE_01761	CDS	186				hypothetical protein
POBNIBBE_01762	CDS	666				hypothetical protein
POBNIBBE_01763	CDS	1110				hypothetical protein
POBNIBBE_01764	CDS	219				hypothetical protein
POBNIBBE_01765	CDS	447	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
POBNIBBE_01766	CDS	879				hypothetical protein
POBNIBBE_01767	CDS	255	act	3.-.-.-		Methanol dehydrogenase activator
POBNIBBE_01768	CDS	750	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
POBNIBBE_01769	CDS	585				hypothetical protein
POBNIBBE_01770	CDS	615	wbpD	2.3.1.201	COG0110	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase
POBNIBBE_01771	CDS	690				hypothetical protein
POBNIBBE_01772	CDS	105	sigA		COG0568	RNA polymerase sigma factor SigA
POBNIBBE_01773	CDS	519				hypothetical protein
POBNIBBE_01774	CDS	363	cccA_2		COG2010	Cytochrome c-550
POBNIBBE_01775	CDS	123				hypothetical protein
POBNIBBE_01776	CDS	345	comEC		COG0658	ComE operon protein 3
POBNIBBE_01777	CDS	135				hypothetical protein
POBNIBBE_01778	CDS	741				hypothetical protein
POBNIBBE_01779	CDS	1104	yndE			Spore germination protein YndE
POBNIBBE_01780	CDS	819				hypothetical protein
POBNIBBE_01781	CDS	492				hypothetical protein
POBNIBBE_01782	CDS	855	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
POBNIBBE_01783	CDS	141				hypothetical protein
POBNIBBE_01784	CDS	192				hypothetical protein
POBNIBBE_01785	CDS	357				hypothetical protein
POBNIBBE_01786	CDS	285	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
POBNIBBE_01787	CDS	921	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
POBNIBBE_01788	CDS	222	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
POBNIBBE_01789	CDS	522	dapH_2	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
POBNIBBE_01790	CDS	306	spoIIIE		COG1674	DNA translocase SpoIIIE
POBNIBBE_01791	CDS	210				hypothetical protein
POBNIBBE_01792	CDS	648	yrrT	2.1.1.-		putative methyltransferase YrrT
POBNIBBE_01793	CDS	285				hypothetical protein
POBNIBBE_01794	CDS	510	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
POBNIBBE_01795	CDS	138	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
POBNIBBE_01796	CDS	432				hypothetical protein
POBNIBBE_01797	CDS	258	acrR		COG1309	HTH-type transcriptional regulator AcrR
POBNIBBE_01798	CDS	114				hypothetical protein
POBNIBBE_01799	CDS	384	yjcA			Sporulation protein YjcA
POBNIBBE_01800	CDS	336	rbsB		COG1879	Ribose import binding protein RbsB
POBNIBBE_01801	CDS	753	kinE_2	2.7.13.3	COG2202	Sporulation kinase E
POBNIBBE_01802	CDS	441				hypothetical protein
POBNIBBE_01803	CDS	744	est	3.1.1.1		Carboxylesterase
POBNIBBE_01804	CDS	201				Small, acid-soluble spore protein 1
POBNIBBE_01805	CDS	666	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
POBNIBBE_01806	CDS	261	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
POBNIBBE_01807	CDS	267	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
POBNIBBE_01808	CDS	876		3.4.-.-		putative peptidase
POBNIBBE_01809	CDS	183	ald_2	1.4.1.1		Alanine dehydrogenase
POBNIBBE_01810	CDS	444				hypothetical protein
POBNIBBE_01811	CDS	405				hypothetical protein
POBNIBBE_01812	CDS	186				hypothetical protein
POBNIBBE_01813	CDS	150	ctaA	1.3.-.-		Heme A synthase
POBNIBBE_01814	CDS	1014	cfiA	6.4.1.7	COG0511	2-oxoglutarate carboxylase large subunit
POBNIBBE_01815	CDS	279				hypothetical protein
POBNIBBE_01816	CDS	936	infB_1			Translation initiation factor IF-2
POBNIBBE_01817	CDS	936	der		COG1160	GTPase Der
POBNIBBE_01818	CDS	402	glnR		COG0789	HTH-type transcriptional regulator GlnR
POBNIBBE_01819	CDS	204				hypothetical protein
POBNIBBE_01820	CDS	378				hypothetical protein
POBNIBBE_01821	CDS	318				hypothetical protein
POBNIBBE_01822	CDS	396	capA			Capsule biosynthesis protein CapA
POBNIBBE_01823	CDS	210				hypothetical protein
POBNIBBE_01824	CDS	891				hypothetical protein
POBNIBBE_01825	CDS	324				hypothetical protein
POBNIBBE_01826	CDS	411	tagO_1	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
POBNIBBE_01827	CDS	348				hypothetical protein
POBNIBBE_01828	CDS	159				hypothetical protein
POBNIBBE_01829	CDS	234				hypothetical protein
POBNIBBE_01830	CDS	186				hypothetical protein
POBNIBBE_01831	CDS	282	speA	4.1.1.19	COG1982	Arginine decarboxylase
POBNIBBE_01832	CDS	342	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
POBNIBBE_01833	CDS	309				hypothetical protein
POBNIBBE_01834	CDS	108	yaaH_2		COG3858	Spore germination protein YaaH
POBNIBBE_01835	CDS	357				hypothetical protein
POBNIBBE_01836	CDS	552	nrdZ	1.17.4.1	COG0209	Vitamin B12-dependent ribonucleoside-diphosphate reductase
POBNIBBE_01837	CDS	315				hypothetical protein
POBNIBBE_01838	CDS	468	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
POBNIBBE_01839	CDS	831	ftsA		COG0849	Cell division protein FtsA
POBNIBBE_01840	CDS	450	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
POBNIBBE_01841	CDS	624			COG2256	putative AAA domain-containing protein
POBNIBBE_01842	CDS	225				hypothetical protein
POBNIBBE_01843	CDS	192	cymR_2			HTH-type transcriptional regulator CymR
POBNIBBE_01844	CDS	429	mutL		COG0323	DNA mismatch repair protein MutL
POBNIBBE_01845	CDS	417	dtd3_2	3.1.1.96		D-aminoacyl-tRNA deacylase
POBNIBBE_01846	CDS	705	rocR_2		COG3829	Arginine utilization regulatory protein RocR
POBNIBBE_01847	CDS	270				hypothetical protein
POBNIBBE_01848	CDS	675				hypothetical protein
POBNIBBE_01849	CDS	207	mbl		COG1077	MreB-like protein
POBNIBBE_01850	CDS	831	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
POBNIBBE_01851	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
POBNIBBE_01852	CDS	339	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
POBNIBBE_01853	CDS	534	lipM	2.3.1.181	COG0095	Octanoyltransferase LipM
POBNIBBE_01854	CDS	120				hypothetical protein
POBNIBBE_01855	CDS	258				hypothetical protein
POBNIBBE_01856	CDS	261				hypothetical protein
POBNIBBE_01857	CDS	132				hypothetical protein
POBNIBBE_01858	CDS	630				hypothetical protein
POBNIBBE_01859	CDS	321	ypjD		COG1694	putative protein YpjD
POBNIBBE_01860	CDS	675	qcrB		COG1290	Menaquinol-cytochrome c reductase cytochrome b subunit
POBNIBBE_01861	CDS	252				hypothetical protein
POBNIBBE_01862	CDS	942	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
POBNIBBE_01863	CDS	666	bsn	3.1.-.-	COG2356	Extracellular ribonuclease
POBNIBBE_01864	CDS	258	panS		COG0385	Pantothenate precursors transporter PanS
POBNIBBE_01865	CDS	294	abrB		COG2002	Transition state regulatory protein AbrB
POBNIBBE_01866	CDS	552	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
POBNIBBE_01867	CDS	360				hypothetical protein
POBNIBBE_01868	CDS	273				hypothetical protein
POBNIBBE_01869	CDS	192	spoIIE	3.1.3.16	COG2208	Stage II sporulation protein E
POBNIBBE_01870	CDS	741				hypothetical protein
POBNIBBE_01871	CDS	624	pstC1		COG0573	Phosphate transport system permease protein PstC 1
POBNIBBE_01872	CDS	939	carA_2	6.3.5.5		Carbamoyl-phosphate synthase small chain
POBNIBBE_01873	CDS	384				hypothetical protein
POBNIBBE_01874	CDS	879	sodA_2	1.15.1.1	COG0605	Superoxide dismutase [Mn/Fe]
POBNIBBE_01875	CDS	582				hypothetical protein
POBNIBBE_01876	CDS	570	smc_5			Chromosome partition protein Smc
POBNIBBE_01877	CDS	570				hypothetical protein
POBNIBBE_01878	CDS	291				hypothetical protein
POBNIBBE_01879	CDS	441				hypothetical protein
POBNIBBE_01880	CDS	531				hypothetical protein
POBNIBBE_01881	CDS	501	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
POBNIBBE_01882	CDS	525				hypothetical protein
POBNIBBE_01883	CDS	249				hypothetical protein
POBNIBBE_01884	CDS	633	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
POBNIBBE_01885	CDS	687				hypothetical protein
POBNIBBE_01886	CDS	321				hypothetical protein
POBNIBBE_01887	CDS	243				hypothetical protein
POBNIBBE_01888	CDS	348	divIC		COG2919	Cell division protein DivIC
POBNIBBE_01889	CDS	285				hypothetical protein
POBNIBBE_01890	CDS	903				hypothetical protein
POBNIBBE_01891	CDS	600				hypothetical protein
POBNIBBE_01892	CDS	117				hypothetical protein
POBNIBBE_01893	CDS	489				hypothetical protein
POBNIBBE_01894	CDS	186				hypothetical protein
POBNIBBE_01895	CDS	345				hypothetical protein
POBNIBBE_01896	CDS	804				hypothetical protein
POBNIBBE_01897	CDS	576	comEA		COG1555	ComE operon protein 1
POBNIBBE_01898	CDS	384	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
POBNIBBE_01899	CDS	1023				hypothetical protein
POBNIBBE_01900	CDS	423	sufD		COG0719	FeS cluster assembly protein SufD
POBNIBBE_01901	CDS	921	metC	4.4.1.8	COG0626	Cystathionine beta-lyase MetC
POBNIBBE_01902	CDS	585	argG_2	6.3.4.5		Argininosuccinate synthase
POBNIBBE_01903	CDS	300				hypothetical protein
POBNIBBE_01904	CDS	582			COG2200	putative signaling protein
POBNIBBE_01905	CDS	813	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
POBNIBBE_01906	CDS	474				hypothetical protein
POBNIBBE_01907	CDS	405	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
POBNIBBE_01908	CDS	525	resA_2			Thiol-disulfide oxidoreductase ResA
POBNIBBE_01909	CDS	441	dps		COG0783	General stress protein 20U
POBNIBBE_01910	CDS	393	narY	1.7.99.4	COG1140	Respiratory nitrate reductase 2 beta chain
POBNIBBE_01911	CDS	576	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
POBNIBBE_01912	CDS	366	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
POBNIBBE_01913	CDS	186				hypothetical protein
POBNIBBE_01914	CDS	927	spoIVA	3.6.1.3		Stage IV sporulation protein A
POBNIBBE_01915	CDS	267				hypothetical protein
POBNIBBE_01916	CDS	435	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
POBNIBBE_01917	CDS	693				hypothetical protein
POBNIBBE_01918	CDS	681				hypothetical protein
POBNIBBE_01919	CDS	384				hypothetical protein
POBNIBBE_01920	CDS	216				hypothetical protein
POBNIBBE_01921	CDS	288				hypothetical protein
POBNIBBE_01922	CDS	429				hypothetical protein
POBNIBBE_01923	CDS	672	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
POBNIBBE_01924	CDS	393	doc_2		COG3654	Toxin Doc
POBNIBBE_01925	CDS	273	spoVT_2		COG2002	Stage V sporulation protein T
POBNIBBE_01926	CDS	558	iaaH	3.5.1.-		Indole-3-acetyl-aspartic acid hydrolase
POBNIBBE_01927	CDS	252				hypothetical protein
POBNIBBE_01928	CDS	387				hypothetical protein
POBNIBBE_01929	CDS	234	panE	1.1.1.169	COG1893	putative 2-dehydropantoate 2-reductase
POBNIBBE_01930	CDS	558	efp			Elongation factor P
POBNIBBE_01931	CDS	324				hypothetical protein
POBNIBBE_01932	CDS	483	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
POBNIBBE_01933	CDS	738				hypothetical protein
POBNIBBE_01934	CDS	489				hypothetical protein
POBNIBBE_01935	CDS	420	yvaM_2	3.-.-.-		AB hydrolase superfamily protein YvaM
POBNIBBE_01936	CDS	720	accC	6.3.4.14	COG0439	Biotin carboxylase
POBNIBBE_01937	CDS	246				hypothetical protein
POBNIBBE_01938	CDS	534	cggR_1		COG2390	Central glycolytic genes regulator
POBNIBBE_01939	CDS	1071				hypothetical protein
POBNIBBE_01940	CDS	285				hypothetical protein
POBNIBBE_01941	CDS	105	acoD_1	1.2.1.3	COG1012	Acetaldehyde dehydrogenase 2
POBNIBBE_01942	CDS	414	acoD_2	1.2.1.3	COG1012	Acetaldehyde dehydrogenase 2
POBNIBBE_01943	CDS	105	yycC			putative protein YycC
POBNIBBE_01944	CDS	729	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
POBNIBBE_01945	CDS	189				hypothetical protein
POBNIBBE_01946	CDS	402				hypothetical protein
POBNIBBE_01947	CDS	201				hypothetical protein
POBNIBBE_01948	CDS	141				hypothetical protein
POBNIBBE_01949	CDS	186				hypothetical protein
POBNIBBE_01950	CDS	255				hypothetical protein
POBNIBBE_01951	CDS	183				hypothetical protein
POBNIBBE_01952	CDS	573	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
POBNIBBE_01953	CDS	324	nasE	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
POBNIBBE_01954	CDS	714	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
POBNIBBE_01955	CDS	855	pncB2	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
POBNIBBE_01956	CDS	969	tmpC		COG1744	Membrane lipoprotein TmpC
